commit	subject	similarity	old_path	new_path
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	080	sources/sources/com/tsf/shell/activity/a/a.java	sources/sources/com/tsf/shell/activity/a/ShellActivityCallback.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	092	sources/sources/com/tsf/shell/activity/actionselector/a.java	sources/sources/com/tsf/shell/activity/actionselector/ActionSelectorAdapter.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	064	sources/sources/com/tsf/shell/activity/actionselector/b.java	sources/sources/com/tsf/shell/activity/actionselector/ActionSelectorCallback.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	091	sources/sources/com/tsf/shell/activity/b/a.java	sources/sources/com/tsf/shell/activity/b/ShellActivityHelper.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/b/a.java	sources/sources/com/tsf/shell/b/ShellBridge.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	099	sources/sources/com/tsf/shell/c/a/a.java	sources/sources/com/tsf/shell/c/a/ShellBridgeManager.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	096	sources/sources/com/tsf/shell/component/a.java	sources/sources/com/tsf/shell/component/ShellComponentInfo.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	092	sources/sources/com/tsf/shell/d/b.java	sources/sources/com/tsf/shell/d/ShellDataHandler.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	088	sources/sources/com/tsf/shell/d/a.java	sources/sources/com/tsf/shell/d/ShellDataParser.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/C.java	sources/sources/com/tsf/shell/f/DrawerItemPool.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	093	sources/sources/com/tsf/shell/f/A.java	sources/sources/com/tsf/shell/f/ProgressDialogHelper.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	052	sources/sources/com/tsf/shell/f/d.java	sources/sources/com/tsf/shell/f/ShellNodeData.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	098	sources/sources/com/tsf/shell/f/D.java	sources/sources/com/tsf/shell/f/ShellSurfaceConfig.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	095	sources/sources/com/tsf/shell/f/B.java	sources/sources/com/tsf/shell/f/TextureElementPool.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	046	sources/sources/com/tsf/shell/f/_d/A.java	sources/sources/com/tsf/shell/f/_d/DashPanelController.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	096	sources/sources/com/tsf/shell/f/_d/a/A.java	sources/sources/com/tsf/shell/f/_d/a/DashElementBase.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	086	sources/sources/com/tsf/shell/f/_d/a/b.java	sources/sources/com/tsf/shell/f/_d/a/DashElementInfo.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	090	sources/sources/com/tsf/shell/f/_d/a/c.java	sources/sources/com/tsf/shell/f/_d/a/DashElementState.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	096	sources/sources/com/tsf/shell/f/_d/a/_a/a.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonA.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/_d/a/_a/b.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonB.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	080	sources/sources/com/tsf/shell/f/_d/a/_a/c.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonC.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/f/_d/a/_a/d.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonD.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	060	sources/sources/com/tsf/shell/f/_d/a/_a/e.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonE.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	078	sources/sources/com/tsf/shell/f/_d/a/_a/f.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonF.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/_d/a/_a/g.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonG.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/_d/a/_a/h.java	sources/sources/com/tsf/shell/f/_d/a/_a/DashButtonH.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	096	sources/sources/com/tsf/shell/f/_d/a/a/a.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonA.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/_d/a/a/b.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonB.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	080	sources/sources/com/tsf/shell/f/_d/a/a/c.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonC.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/f/_d/a/a/d.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonD.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	060	sources/sources/com/tsf/shell/f/_d/a/a/e.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonE.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	078	sources/sources/com/tsf/shell/f/_d/a/a/f.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonF.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/_d/a/a/g.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonG.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/_d/a/a/h.java	sources/sources/com/tsf/shell/f/_d/a/a/DashButtonH.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	069	sources/sources/com/tsf/shell/f/_d/b/A.java	sources/sources/com/tsf/shell/f/_d/b/DashItemConfigurator.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	069	sources/sources/com/tsf/shell/f/_d/b/c.java	sources/sources/com/tsf/shell/f/_d/b/DashItemPool.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	090	sources/sources/com/tsf/shell/f/_d/b/a/a.java	sources/sources/com/tsf/shell/f/_d/b/a/DashItemA.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	087	sources/sources/com/tsf/shell/f/_d/b/a/c.java	sources/sources/com/tsf/shell/f/_d/b/a/DashItemC.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	072	sources/sources/com/tsf/shell/f/_d/b/a/b.java	sources/sources/com/tsf/shell/f/_d/b/a/DashItemContainer.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	081	sources/sources/com/tsf/shell/f/_d/b/a/d.java	sources/sources/com/tsf/shell/f/_d/b/a/DashItemD.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	083	sources/sources/com/tsf/shell/f/_d/b/a/e.java	sources/sources/com/tsf/shell/f/_d/b/a/DashItemE.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	079	sources/sources/com/tsf/shell/f/_d/b/a/f.java	sources/sources/com/tsf/shell/f/_d/b/a/DashItemF.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	079	sources/sources/com/tsf/shell/f/_d/c/A.java	sources/sources/com/tsf/shell/f/_d/c/DashLayoutBase.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	067	sources/sources/com/tsf/shell/f/_d/c/c.java	sources/sources/com/tsf/shell/f/_d/c/DashLayoutPool.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	092	sources/sources/com/tsf/shell/f/_d/c/a/a.java	sources/sources/com/tsf/shell/f/_d/c/a/DashLayoutA.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	084	sources/sources/com/tsf/shell/f/_d/c/a/b.java	sources/sources/com/tsf/shell/f/_d/c/a/DashLayoutB.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	075	sources/sources/com/tsf/shell/f/_d/c/a/d.java	sources/sources/com/tsf/shell/f/_d/c/a/DashLayoutContainer.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	083	sources/sources/com/tsf/shell/f/_d/c/a/e.java	sources/sources/com/tsf/shell/f/_d/c/a/DashLayoutE.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/f/_d/c/a/c.java	sources/sources/com/tsf/shell/f/_d/c/a/DashLayoutListener.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	071	sources/sources/com/tsf/shell/f/_d/d/A.java	sources/sources/com/tsf/shell/f/_d/d/DashAnimationBase.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	094	sources/sources/com/tsf/shell/f/_d/d/b.java	sources/sources/com/tsf/shell/f/_d/d/DashAnimationConfig.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/_d/d/d.java	sources/sources/com/tsf/shell/f/_d/d/DashAnimationData.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	075	sources/sources/com/tsf/shell/f/_d/d/c.java	sources/sources/com/tsf/shell/f/_d/d/DashAnimationPool.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/f/_d/d/a/a.java	sources/sources/com/tsf/shell/f/_d/d/a/DashEffectCallback.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	070	sources/sources/com/tsf/shell/f/_d/d/a/c.java	sources/sources/com/tsf/shell/f/_d/d/a/DashEffectHandler.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	053	sources/sources/com/tsf/shell/f/_d/d/a/b.java	sources/sources/com/tsf/shell/f/_d/d/a/DashEffectRenderer.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	093	sources/sources/com/tsf/shell/f/_d/e/A.java	sources/sources/com/tsf/shell/f/_d/e/DashRendererBase.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	053	sources/sources/com/tsf/shell/f/_d/e/b.java	sources/sources/com/tsf/shell/f/_d/e/DashRendererConfig.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/_d/e/a/b.java	sources/sources/com/tsf/shell/f/_d/e/a/DashEffectData.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	075	sources/sources/com/tsf/shell/f/_d/e/a/a.java	sources/sources/com/tsf/shell/f/_d/e/a/DashEffectParams.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	050	sources/sources/com/tsf/shell/f/a/a/a.java	sources/sources/com/tsf/shell/f/a/a/GlTextureBinding.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	073	sources/sources/com/tsf/shell/f/a/a/b.java	sources/sources/com/tsf/shell/f/a/a/GlTexturePool.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	076	sources/sources/com/tsf/shell/f/a/b/b.java	sources/sources/com/tsf/shell/f/a/b/ShaderSlotElement.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	090	sources/sources/com/tsf/shell/f/a/b/a.java	sources/sources/com/tsf/shell/f/a/b/ShaderSlotManager.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/f/b/a.java	sources/sources/com/tsf/shell/f/b/ShellKeyEventHandler.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/f/D.java	sources/sources/com/tsf/shell/f/f/ItemTransitionManager.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	098	sources/sources/com/tsf/shell/f/f/h.java	sources/sources/com/tsf/shell/f/f/PageConfig.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	095	sources/sources/com/tsf/shell/f/f/k.java	sources/sources/com/tsf/shell/f/f/PageContentType.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	096	sources/sources/com/tsf/shell/f/f/o.java	sources/sources/com/tsf/shell/f/f/PageEventDispatcher.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	094	sources/sources/com/tsf/shell/f/f/B.java	sources/sources/com/tsf/shell/f/f/PageRenderBuffer.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	093	sources/sources/com/tsf/shell/f/f/A.java	sources/sources/com/tsf/shell/f/f/PageShaderNode.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/f/n.java	sources/sources/com/tsf/shell/f/f/PageTouchHandler.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	069	sources/sources/com/tsf/shell/f/f/m.java	sources/sources/com/tsf/shell/f/f/TransitionRegistry.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	094	sources/sources/com/tsf/shell/f/f/a/D.java	sources/sources/com/tsf/shell/f/f/a/AppClassifier.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	087	sources/sources/com/tsf/shell/f/f/a/e.java	sources/sources/com/tsf/shell/f/f/a/DragOverlayElement.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	087	sources/sources/com/tsf/shell/f/f/a/g.java	sources/sources/com/tsf/shell/f/f/a/FolderRenameDialog.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/f/a/A.java	sources/sources/com/tsf/shell/f/f/a/PageContainerBase.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	093	sources/sources/com/tsf/shell/f/f/a/C.java	sources/sources/com/tsf/shell/f/f/a/PageContainerView.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/f/a/a.java	sources/sources/com/tsf/shell/f/f/a/PageElement.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	093	sources/sources/com/tsf/shell/f/f/a/f.java	sources/sources/com/tsf/shell/f/f/a/PageGridRenderer.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	099	sources/sources/com/tsf/shell/f/f/a/B.java	sources/sources/com/tsf/shell/f/f/a/PageItemList.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	083	sources/sources/com/tsf/shell/f/f/a/_a/d.java	sources/sources/com/tsf/shell/f/f/a/_a/DrawerDragEffectController.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	085	sources/sources/com/tsf/shell/f/f/a/_a/f.java	sources/sources/com/tsf/shell/f/f/a/_a/DrawerItemAnimationManager.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	077	sources/sources/com/tsf/shell/f/f/a/_a/c.java	sources/sources/com/tsf/shell/f/f/a/_a/DrawerItemContainer.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	097	sources/sources/com/tsf/shell/f/f/a/_a/A.java	sources/sources/com/tsf/shell/f/f/a/_a/DrawerItemDragController.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	087	sources/sources/com/tsf/shell/f/f/a/_a/B.java	sources/sources/com/tsf/shell/f/f/a/_a/DrawerSectionManager.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	091	sources/sources/com/tsf/shell/f/f/a/_a/e.java	sources/sources/com/tsf/shell/f/f/a/_a/DrawerVisualFrame.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	069	sources/sources/com/tsf/shell/f/f/a/_a/a/c.java	sources/sources/com/tsf/shell/f/f/a/_a/a/DrawerItemLayoutData.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	066	sources/sources/com/tsf/shell/f/f/a/_a/a/b.java	sources/sources/com/tsf/shell/f/f/a/_a/a/DrawerWidgetLayoutStrategy.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	089	sources/sources/com/tsf/shell/f/f/a/_a/b/b.java	sources/sources/com/tsf/shell/f/f/a/_a/b/DrawerBaseElement.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	084	sources/sources/com/tsf/shell/f/f/a/_a/b/a.java	sources/sources/com/tsf/shell/f/f/a/_a/b/DrawerButtonElement.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	074	sources/sources/com/tsf/shell/f/f/a/_a/b/c.java	sources/sources/com/tsf/shell/f/f/a/_a/b/DrawerProgressBar.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/f/a/_b/a.java	sources/sources/com/tsf/shell/f/f/a/_b/DrawerBottleTransitionV2.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	083	sources/sources/com/tsf/shell/f/f/a/_b/b.java	sources/sources/com/tsf/shell/f/f/a/_b/DrawerCylinderTransitionV2.java
c60c79f920633f7d208afb856ffb3d3c74ff4927	refactor: reorganize project structure by replacing legacy classes with modular service and UI components.	082	sources/sources/com/tsf/shell/f/f/a/_b/d.java	sources/sources/com/tsf/shell/f/f/a/_b/DrawerExtrusionTransitionV2.java
